event_id,particle,Z,R_GV,layer_index,z_layer,x_true,y_true,x_meas,y_meas,t
0,p,1,10.0,0,0.1,0.0054400558127328654,0.1731196285600057,0.005470308779900441,0.1731111247927593,6.695947514016619e-10
0,p,1,10.0,1,0.23333333333333334,0.01269346356304335,0.40394579997334656,0.012748394876486591,0.4040364392641907,1.5623877532705443e-09
0,p,1,10.0,2,0.3666666666666667,0.019946871313353837,0.6347719713866875,0.020005602248484206,0.6348429056479543,2.455180755139427e-09
0,p,1,10.0,3,0.5,0.027200279063664325,0.8655981428000284,0.02715981078507939,0.8656237437099663,3.347973757008309e-09
0,p,1,10.0,4,0.6333333333333333,0.03445368681397481,1.0964243142133692,0.03441050688406369,1.0965442415089024,4.240766758877191e-09
0,p,1,10.0,5,0.7666666666666666,0.04170709456428529,1.3272504856267102,0.04181025603395494,1.3273091176257232,5.133559760746074e-09
0,p,1,10.0,6,0.9,0.04896050231459578,1.558076657040051,0.04901600943978493,1.5580084708200783,6.0263527626149564e-09
